EEID,First Name,Last Name,Gender,Age,Job Title,Department,Business Unit,Ethnicity,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date
E01090,Ethan,Mehta,Male,49,Director,Sales,Research & Development,Asian,20/07/2001,"$199,176 ",24% ,United States,Phoenix,
E03830,Madison,Her,Female,56,Technical Architect,IT,Speciality Products,Asian,22/06/1996,"$82,806 ",0% ,United States,Seattle,
E04363,Savannah,Singh,Female,53,Director,Marketing,Speciality Products,Asian,20/06/1997,"$164,399 ",25% ,United States,Seattle,
E04920,Nevaeh,Hsu,Female,32,Sr. Manger,Human Resources,Manufacturing,Asian,14/04/2017,"$154,956 ",13% ,United States,Phoenix,
E03866,Jordan,Zhu,Male,32,Sr. Manger,Marketing,Manufacturing,Asian,29/01/2017,"$143,970 ",12% ,United States,Seattle,09/12/2017
E03521,Jackson,Navarro,Male,52,Director,Sales,Corporate,Latino,25/09/2020,"$163,143 ",28% ,Brazil,Sao Paulo,
E04095,Sadie,Patterson,Female,38,Sr. Analyst,Accounting,Speciality Products,Caucasian,24/07/2020,"$89,390 ",0% ,United States,Seattle,
E04079,Christopher,Butler,Male,41,Network Architect,IT,Manufacturing,Caucasian,05/10/2017,"$67,468 ",0% ,United States,Miami,
E01508,Penelope,Rodriguez,Female,49,Engineering Manager,Engineering,Manufacturing,Latino,12/03/2016,"$100,810 ",12% ,Brazil,Rio de Janerio,
E02259,Emily,Lau,Female,35,Sr. Analyst,Finance,Manufacturing,Asian,18/03/2019,"$74,779 ",0% ,United States,Phoenix,
E04972,Sophie,Oh,Female,29,Network Engineer,IT,Corporate,Asian,09/11/2017,"$63,985 ",0% ,United States,Miami,
E01834,Chloe,Allen,Female,64,Solutions Architect,IT,Manufacturing,Caucasian,08/07/2004,"$77,903 ",0% ,United States,Seattle,
E03124,Caleb,Nelson,Male,33,Director,Marketing,Corporate,Caucasian,12/06/2017,"$164,396 ",29% ,United States,Columbus,
E01898,Oliver,Moua,Male,29,IT Systems Architect,IT,Corporate,Asian,28/06/2021,"$71,234 ",0% ,United States,Seattle,
E00342,Wesley,Doan,Male,63,Manager,Finance,Corporate,Asian,19/04/2004,"$122,487 ",8% ,China,Shanghai,
E03910,Nova,Hsu,Female,32,Manager,Human Resources,Speciality Products,Asian,03/01/2017,"$101,870 ",10% ,United States,Phoenix,
E00862,Levi,Moreno,Male,64,Systems Analyst,IT,Research & Development,Latino,27/06/2020,"$40,316 ",0% ,Brazil,Manaus,
E02576,Gianna,Ha,Female,55,Manager,IT,Research & Development,Asian,08/02/2005,"$115,145 ",5% ,China,Chongqing,
E00035,Lillian,Gonzales,Female,43,Cloud Infrastructure Architect,IT,Manufacturing,Latino,13/03/2009,"$62,335 ",0% ,Brazil,Manaus,
E01832,Ezra,Singh,Male,56,Analyst,Finance,Manufacturing,Asian,10/05/2006,"$41,561 ",0% ,United States,Austin,
E01755,Audrey,Patel,Female,37,Sr. Manger,Finance,Speciality Products,Asian,24/04/2011,"$131,183 ",14% ,China,Shanghai,16/03/2016
E00465,Brooklyn,Cho,Female,45,Technical Architect,IT,Manufacturing,Asian,08/07/2002,"$92,655 ",0% ,China,Chengdu,
E02391,Piper,Ramos,Female,49,Sr. Manger,Sales,Manufacturing,Latino,02/04/1996,"$157,057 ",12% ,United States,Miami,
E04697,Eleanor,Williams,Female,61,Enterprise Architect,IT,Speciality Products,Caucasian,09/02/2005,"$64,462 ",0% ,United States,Chicago,
E00371,Melody,Grant,Female,41,Quality Engineer,Engineering,Corporate,Caucasian,07/10/2005,"$79,352 ",0% ,United States,Seattle,
E02992,Paisley,Sanders,Female,55,Sr. Manger,Marketing,Speciality Products,Caucasian,27/03/2001,"$157,812 ",11% ,United States,Miami,
E04369,Santiago,f Gray,Male,27,Quality Engineer,Engineering,Corporate,Caucasian,11/09/2018,"$80,745 ",0% ,United States,Chicago,
E00592,Josephine,Richardson,Female,57,System Administrator ,IT,Manufacturing,Caucasian,18/02/1996,"$75,354 ",0% ,United States,Austin,14/12/1996
E03532,Jaxson,Santiago,Male,56,Engineering Manager,Engineering,Research & Development,Latino,20/09/2018,"$78,938 ",14% ,United States,Phoenix,
E00863,Lincoln,Ramos,Male,59,Operations Engineer,Engineering,Corporate,Latino,10/09/2008,"$96,313 ",0% ,United States,Austin,
E03310,Dylan,Campbell,Male,45,Director,Engineering,Speciality Products,Caucasian,29/11/2010,"$153,767 ",27% ,United States,Phoenix,
E01883,Olivia,Gray,Female,42,Manager,Marketing,Research & Development,Black,19/09/2015,"$103,423 ",6% ,United States,Columbus,
E01242,Emery,Doan,Female,25,Controls Engineer,Engineering,Corporate,Asian,23/06/2021,"$86,464 ",0% ,China,Shanghai,
E02535,Caroline,Perez,Female,29,Controls Engineer,Engineering,Corporate,Latino,14/01/2018,"$80,516 ",0% ,Brazil,Sao Paulo,
E00369,Genesis,Woods,Female,33,Manager,Human Resources,Speciality Products,Black,21/08/2013,"$105,390 ",6% ,United States,Columbus,
E03332,Ruby,Sun,Female,50,Cloud Infrastructure Architect,IT,Manufacturing,Asian,06/09/2021,"$83,418 ",0% ,China,Shanghai,
E03278,Nevaeh,James,Female,45,Solutions Architect,IT,Speciality Products,Caucasian,03/11/2017,"$66,660 ",0% ,United States,Austin,
E02492,Parker,Sandoval,Male,59,Manager,Human Resources,Speciality Products,Latino,10/06/2015,"$101,985 ",7% ,United States,Miami,
E03055,Austin,Rojas,Male,29,Vice President,Finance,Corporate,Latino,05/12/2018,"$199,504 ",30% ,United States,Austin,
E01943,Vivian,Espinoza,Female,52,Sr. Manger,Sales,Corporate,Latino,05/10/2006,"$147,966 ",11% ,Brazil,Rio de Janerio,23/05/2019
E01388,Cooper,Gupta,Male,58,Business Partner,Human Resources,Speciality Products,Asian,20/06/2014,"$41,728 ",0% ,China,Chongqing,
E00717,Axel,Santos,Male,62,Sr. Analyst,Accounting,Speciality Products,Latino,17/02/2011,"$94,422 ",0% ,United States,Phoenix,
E04637,Samuel,Song,Male,31,Director,Sales,Corporate,Asian,29/06/2015,"$191,026 ",16% ,United States,Columbus,
E03240,Aiden,Silva,Male,42,Vice President,IT,Research & Development,Latino,29/11/2010,"$186,725 ",32% ,Brazil,Manaus,
E00340,Eliana,Allen,Female,56,Business Partner,Human Resources,Research & Development,Caucasian,20/08/2009,"$52,800 ",0% ,United States,Phoenix,
E04751,Grayson,James,Male,54,Operations Engineer,Engineering,Speciality Products,Caucasian,05/12/2010,"$113,982 ",0% ,United States,Seattle,
E04636,Hailey,Yee,Female,54,Account Representative,Sales,Research & Development,Asian,16/03/2021,"$56,239 ",0% ,China,Chongqing,
E00568,Ian,Vargas,Male,26,Analyst,Sales,Manufacturing,Latino,02/03/2021,"$44,732 ",0% ,Brazil,Rio de Janerio,
E02938,John,Trinh,Male,49,Director,Marketing,Corporate,Asian,26/06/2014,"$153,961 ",25% ,China,Shanghai,
E00555,Sofia,Trinh,Female,45,Network Architect,IT,Speciality Products,Asian,18/12/2006,"$68,337 ",0% ,China,Chongqing,
E01111,Santiago,f Moua,Male,45,Sr. Manger,Human Resources,Corporate,Asian,07/05/2010,"$145,093 ",12% ,United States,Chicago,
E03149,Layla,Collins,Female,26,IT Systems Architect,IT,Speciality Products,Caucasian,11/03/2021,"$74,170 ",0% ,United States,Austin,
E00952,Jaxon,Powell,Male,59,Field Engineer,Engineering,Research & Development,Caucasian,29/03/1996,"$62,605 ",0% ,United States,Austin,
E04380,Naomi,Washington,Female,51,Manager,IT,Speciality Products,Caucasian,13/03/2020,"$107,195 ",9% ,United States,Austin,
E04095,Ryan,Holmes,Male,45,Sr. Manger,Marketing,Speciality Products,Caucasian,11/01/2018,"$127,422 ",15% ,United States,Columbus,
E04994,Bella,Holmes,Female,35,Director,Accounting,Research & Development,Caucasian,26/06/2017,"$161,269 ",27% ,United States,Miami,
E00447,Hailey,Sanchez,Female,32,Vice President,Marketing,Corporate,Latino,05/02/2014,"$203,445 ",34% ,Brazil,Manaus,
E00089,Sofia,Yoon,Female,37,Sr. Manger,Human Resources,Research & Development,Asian,17/01/2011,"$131,353 ",11% ,China,Shanghai,
E02035,Eli,Rahman,Male,45,Service Desk Analyst,IT,Manufacturing,Asian,16/03/2010,"$88,182 ",0% ,China,Chengdu,
E03595,Christopher,Howard,Male,61,Enterprise Architect,IT,Speciality Products,Caucasian,26/08/2019,"$75,780 ",0% ,United States,Seattle,
E03611,Alice,Mehta,Female,45,Analyst II,Sales,Research & Development,Asian,02/04/2019,"$52,621 ",0% ,China,Beijing,
E04464,Cooper,Yoon,Male,60,Engineering Manager,Engineering,Research & Development,Asian,15/02/2018,"$106,079 ",14% ,United States,Austin,09/04/2021
E02135,John,Delgado,Male,30,Cloud Infrastructure Architect,IT,Corporate,Latino,11/02/2017,"$92,058 ",0% ,United States,Austin,
E01684,Jaxson,Liang,Male,64,Field Engineer,Engineering,Manufacturing,Asian,03/03/2019,"$67,114 ",0% ,United States,Phoenix,
E02968,Caroline,Santos,Female,25,Analyst II,Finance,Research & Development,Latino,12/07/2020,"$56,565 ",0% ,Brazil,Sao Paulo,
E03362,Lily,Henderson,Female,61,HRIS Analyst,Human Resources,Manufacturing,Caucasian,20/05/2011,"$64,937 ",0% ,United States,Phoenix,
E01108,Hannah,Martinez,Female,65,Manager,Marketing,Manufacturing,Latino,07/09/2006,"$127,626 ",10% ,United States,Miami,
E02217,William,Phillips,Male,61,Network Architect,IT,Corporate,Black,27/01/2004,"$88,478 ",0% ,United States,Austin,
E03519,Eliza,Zheng,Female,48,Computer Systems Manager,IT,Speciality Products,Asian,20/04/2014,"$91,679 ",7% ,China,Chongqing,
E01967,John,Dang,Male,58,Director,Sales,Corporate,Asian,19/03/1992,"$199,848 ",16% ,China,Chongqing,
E01125,Joshua,Yang,Male,34,Network Engineer,IT,Manufacturing,Asian,10/11/2018,"$61,944 ",0% ,China,Shanghai,
E03795,Hazel,Young,Female,30,Sr. Manger,Sales,Speciality Products,Black,13/08/2017,"$154,624 ",15% ,United States,Austin,
E00508,Thomas,Jung,Male,50,Sr. Analyst,Accounting,Research & Development,Asian,23/10/2009,"$79,447 ",0% ,China,Shanghai,
E02047,Xavier,Perez,Male,51,Sr. Analyst,Sales,Manufacturing,Latino,26/02/1998,"$71,111 ",0% ,Brazil,Rio de Janerio,
E01582,Elijah,Coleman,Male,53,Sr. Manger,Sales,Research & Development,Caucasian,19/10/2014,"$159,538 ",11% ,United States,Miami,
E02563,Clara,Sanchez,Female,47,Controls Engineer,Engineering,Corporate,Latino,02/10/2018,"$111,404 ",0% ,Brazil,Rio de Janerio,
E04872,Isaac,Stewart,Male,25,Director,Marketing,Speciality Products,Caucasian,15/08/2020,"$172,007 ",26% ,United States,Miami,
E03159,Claire,Romero,Female,37,Vice President,Marketing,Manufacturing,Latino,21/07/2011,"$219,474 ",36% ,Brazil,Manaus,
E01337,Andrew,Coleman,Male,41,Director,Finance,Corporate,Caucasian,15/05/2019,"$174,415 ",23% ,United States,Miami,
E00102,Riley,Rojas,Female,36,Network Architect,IT,Speciality Products,Latino,21/01/2021,"$90,333 ",0% ,Brazil,Rio de Janerio,
E03637,Landon,Thao,Male,25,HRIS Analyst,Human Resources,Speciality Products,Asian,21/01/2021,"$67,299 ",0% ,United States,Phoenix,
E03455,Hadley,Ford,Female,52,Systems Analyst,IT,Research & Development,Caucasian,23/02/2005,"$45,286 ",0% ,United States,Chicago,
E03354,Austin,Brown,Male,48,Director,Marketing,Research & Development,Caucasian,08/08/2007,"$194,723 ",25% ,United States,Phoenix,
E01225,Christian,Fong,Male,49,Manager,Sales,Research & Development,Asian,10/08/2012,"$109,850 ",7% ,China,Beijing,04/02/2020
E01264,Hazel,Alvarez,Female,62,Business Partner,Human Resources,Research & Development,Latino,19/04/2014,"$45,295 ",0% ,Brazil,Sao Paulo,
E02274,Isabella,Bailey,Female,36,Network Administrator,IT,Manufacturing,Caucasian,23/08/2010,"$61,310 ",0% ,United States,Phoenix,
E02848,Lincoln,Huynh,Male,55,System Administrator ,IT,Research & Development,Asian,09/11/2016,"$87,851 ",0% ,China,Chongqing,
E00480,Hadley,Yee,Female,31,Business Partner,Human Resources,Speciality Products,Asian,12/03/2018,"$47,913 ",0% ,United States,Seattle,
E00203,Julia,Doan,Female,53,Business Partner,Human Resources,Speciality Products,Asian,07/09/2017,"$46,727 ",0% ,United States,Columbus,31/05/2018
E00647,Dylan,Ali,Male,27,Sr. Manger,Human Resources,Speciality Products,Asian,16/04/2021,"$133,400 ",11% ,United States,Phoenix,
E03296,Eloise,Trinh,Female,39,Solutions Architect,IT,Speciality Products,Asian,22/04/2020,"$90,535 ",0% ,United States,Miami,
E02453,Dylan,Kumar,Male,55,Sr. Analyst,Marketing,Speciality Products,Asian,11/07/2006,"$93,343 ",0% ,China,Chongqing,
E00647,Emily,Gupta,Female,44,HRIS Analyst,Human Resources,Corporate,Asian,23/02/2006,"$63,705 ",0% ,United States,Miami,
E02522,Silas,Rivera,Male,48,Vice President,Sales,Corporate,Latino,28/02/2000,"$258,081 ",30% ,United States,Chicago,
E00459,Jackson,Jordan,Male,48,Business Partner,Human Resources,Research & Development,Black,21/09/2020,"$54,654 ",0% ,United States,Phoenix,
E03007,Isaac,Joseph,Male,54,Analyst,Sales,Manufacturing,Caucasian,24/09/1998,"$58,006 ",0% ,United States,Seattle,
E04035,Hailey,Lai,Female,42,Sr. Manger,Finance,Manufacturing,Asian,18/03/2011,"$150,034 ",12% ,China,Beijing,
E00952,Leilani,Thao,Female,38,Director,Human Resources,Speciality Products,Asian,30/05/2007,"$198,562 ",22% ,United States,Seattle,
E03863,Madeline,Watson,Female,40,Account Representative,Sales,Research & Development,Black,27/05/2009,"$62,411 ",0% ,United States,Miami,14/08/2021
E02710,Silas,Huang,Male,57,Engineering Manager,Engineering,Research & Development,Asian,09/01/1992,"$111,299 ",12% ,United States,Miami,
E01895,Peyton,Walker,Female,43,Analyst,Marketing,Research & Development,Caucasian,13/07/2019,"$41,545 ",0% ,United States,Miami,
E01339,Jeremiah,Hernandez,Male,26,Network Engineer,IT,Manufacturing,Latino,14/04/2019,"$74,467 ",0% ,United States,Columbus,15/01/2021
E02938,Jace,Washington,Male,44,Manager,Accounting,Research & Development,Caucasian,09/02/2002,"$117,545 ",6% ,United States,Phoenix,
E03379,Landon,Kim,Male,50,Manager,Human Resources,Speciality Products,Asian,15/03/2012,"$117,226 ",8% ,United States,Phoenix,
E02153,Peyton,Vasquez,Female,26,Analyst,Accounting,Corporate,Latino,24/01/2019,"$55,767 ",0% ,United States,Phoenix,
E00994,Charlotte,Baker,Female,29,Analyst II,Sales,Manufacturing,Caucasian,17/11/2016,"$60,930 ",0% ,United States,Austin,
E00943,Elena,Mendoza,Female,27,Director,Sales,Speciality Products,Latino,24/10/2018,"$154,973 ",29% ,Brazil,Sao Paulo,
E00869,Nova,Lin,Female,33,Cloud Infrastructure Architect,IT,Manufacturing,Asian,21/10/2017,"$69,332 ",0% ,United States,Columbus,
E03457,Ivy,Desai,Female,59,Controls Engineer,Engineering,Research & Development,Asian,09/04/2001,"$119,699 ",0% ,China,Shanghai,
E02193,Josephine,Acosta,Female,40,Director,Human Resources,Speciality Products,Latino,20/09/2020,"$198,176 ",17% ,Brazil,Manaus,
E00577,Nora,Nunez,Female,45,Analyst II,Finance,Research & Development,Latino,06/08/2012,"$58,586 ",0% ,Brazil,Sao Paulo,
E00538,Caleb,Xiong,Male,38,Sr. Account Representative,Sales,Corporate,Asian,28/11/2011,"$74,010 ",0% ,United States,Chicago,
E01415,Henry,Green,Male,32,Sr. Account Representative,Sales,Speciality Products,Caucasian,03/02/2020,"$96,598 ",0% ,United States,Phoenix,
E00717,Madelyn,Chan,Female,64,Manager,Sales,Speciality Products,Asian,21/05/2003,"$106,444 ",5% ,United States,Phoenix,
E00225,Angel,Delgado,Male,31,Director,Finance,Corporate,Latino,10/08/2017,"$156,931 ",28% ,United States,Seattle,
E02889,Mia,Herrera,Female,43,Director,Marketing,Research & Development,Latino,16/10/2014,"$171,360 ",23% ,Brazil,Manaus,
E04978,Peyton,Harris,Female,45,Enterprise Architect,IT,Research & Development,Caucasian,05/04/2009,"$64,505 ",0% ,United States,Miami,
E04163,David,Herrera,Male,32,Engineering Manager,Engineering,Speciality Products,Latino,09/10/2021,"$102,298 ",13% ,Brazil,Rio de Janerio,
E01652,Avery,Dominguez,Female,27,Sr. Manger,Sales,Corporate,Latino,13/09/2019,"$133,297 ",13% ,Brazil,Rio de Janerio,
E00880,Grace,Carter,Female,25,Sr. Manger,Human Resources,Speciality Products,Black,17/03/2021,"$155,080 ",10% ,United States,Austin,
E04335,Parker,Allen,Male,31,Sr. Analyst,Sales,Speciality Products,Caucasian,13/08/2018,"$81,828 ",0% ,United States,Miami,
E01300,Sadie,Lee,Female,65,Sr. Manger,Marketing,Corporate,Asian,24/10/2000,"$149,417 ",13% ,China,Chengdu,
E03102,Cooper,Valdez,Male,50,Manager,Sales,Corporate,Latino,25/04/2012,"$113,269 ",9% ,Brazil,Sao Paulo,
E04089,Sebastian,Fong,Male,46,Sr. Manger,IT,Manufacturing,Asian,16/12/2017,"$136,716 ",12% ,United States,Austin,
E02059,Roman,Munoz,Male,54,Sr. Manger,Sales,Speciality Products,Latino,20/10/2011,"$122,644 ",12% ,United States,Austin,
E03894,Charlotte,Chang,Female,50,Manager,Sales,Research & Development,Asian,07/05/2000,"$106,428 ",7% ,United States,Chicago,
E03106,Xavier,Davis,Male,36,Vice President,Finance,Corporate,Caucasian,17/01/2009,"$238,236 ",31% ,United States,Seattle,
E01350,Natalie,Carter,Female,64,Director,Finance,Corporate,Caucasian,21/12/2012,"$153,253 ",24% ,United States,Austin,
E02900,Elena,Richardson,Female,34,Manager,Accounting,Manufacturing,Caucasian,03/10/2014,"$103,707 ",9% ,United States,Columbus,
E02202,Emilia,Bailey,Female,41,Vice President,Accounting,Speciality Products,Caucasian,09/08/2012,"$245,360 ",37% ,United States,Austin,
E02696,Ryan,Lu,Male,25,Development Engineer,Engineering,Speciality Products,Asian,08/07/2021,"$67,275 ",0% ,United States,Columbus,
E01722,Asher,Huynh,Male,45,Manager,IT,Manufacturing,Asian,22/01/2015,"$101,288 ",10% ,United States,Phoenix,
E04562,Kinsley,Martinez,Female,52,Director,Human Resources,Speciality Products,Latino,28/08/1993,"$177,443 ",25% ,Brazil,Sao Paulo,
E00640,Paisley,Bryant,Female,37,Cloud Infrastructure Architect,IT,Manufacturing,Black,27/04/2016,"$91,400 ",0% ,United States,Chicago,
E02554,Joshua,Ramirez,Male,44,Vice President,Human Resources,Corporate,Latino,10/09/2007,"$181,247 ",33% ,Brazil,Sao Paulo,
E03412,Joshua,Martin,Male,42,Sr. Manger,Human Resources,Research & Development,Black,20/10/2003,"$135,558 ",14% ,United States,Phoenix,
E00646,Charles,Moore,Male,49,Analyst,Accounting,Speciality Products,Caucasian,17/12/2011,"$56,878 ",0% ,United States,Seattle,
E04670,Angel,Do,Male,34,IT Systems Architect,IT,Speciality Products,Asian,20/09/2019,"$94,735 ",0% ,China,Beijing,
E03580,Maverick,Medina,Male,39,Analyst II,Sales,Manufacturing,Latino,27/05/2007,"$51,234 ",0% ,United States,Seattle,
E00446,Isaac,Han,Male,31,Vice President,Human Resources,Speciality Products,Asian,14/01/2015,"$230,025 ",34% ,United States,Phoenix,
E02363,Eliza,Liang,Female,36,Sr. Manger,Human Resources,Speciality Products,Asian,11/03/2010,"$134,006 ",13% ,China,Beijing,
E03718,Zoe,Zhou,Female,61,Manager,Finance,Corporate,Asian,06/10/2009,"$103,096 ",7% ,China,Beijing,
E01749,Nathan,Lee,Male,29,Analyst,Accounting,Manufacturing,Asian,20/08/2016,"$58,703 ",0% ,United States,Columbus,
E02888,Elijah,Ramos,Male,33,Sr. Manger,IT,Speciality Products,Latino,24/12/2012,"$132,544 ",10% ,Brazil,Rio de Janerio,
E01338,Jaxson,Coleman,Male,32,Manager,Finance,Manufacturing,Caucasian,15/04/2020,"$126,671 ",9% ,United States,Miami,
E03000,Hailey,Hong,Female,33,Account Representative,Sales,Research & Development,Asian,22/01/2021,"$56,405 ",0% ,United States,Chicago,
E01611,Gabriella,Zhu,Female,36,Computer Systems Manager,IT,Speciality Products,Asian,29/11/2014,"$88,730 ",8% ,China,Chongqing,
E02684,Aaron,Maldonado,Male,39,Analyst II,Finance,Manufacturing,Latino,17/09/2008,"$62,861 ",0% ,United States,Seattle,
E02561,Samantha,Vargas,Female,53,Director,Human Resources,Corporate,Latino,21/07/2006,"$151,246 ",21% ,Brazil,Sao Paulo,
E03168,Nora,Le,Female,53,Sr. Manger,IT,Manufacturing,Asian,12/04/1997,"$154,388 ",10% ,United States,Seattle,
E00758,Alice,Roberts,Female,54,Director,Human Resources,Manufacturing,Caucasian,26/09/1994,"$162,978 ",17% ,United States,Miami,24/05/2004
E03691,Colton,Garcia,Male,55,Solutions Architect,IT,Speciality Products,Latino,17/11/1993,"$80,170 ",0% ,United States,Miami,
E01488,Stella,Lai,Female,44,Sr. Analyst,Accounting,Manufacturing,Asian,28/04/2021,"$98,520 ",0% ,United States,Miami,
E04415,Leonardo,Luong,Male,52,Manager,Finance,Manufacturing,Asian,29/12/1999,"$116,527 ",7% ,United States,Phoenix,
E03278,Nicholas,Wong,Male,27,Director,Sales,Research & Development,Asian,07/11/2019,"$174,607 ",29% ,United States,Columbus,
E00282,Jeremiah,Castillo,Male,58,Analyst II,Accounting,Research & Development,Latino,12/04/2006,"$64,202 ",0% ,United States,Columbus,
E03305,Cooper,Jiang,Male,49,Analyst II,Accounting,Corporate,Asian,25/07/2019,"$50,883 ",0% ,China,Chongqing,02/03/2021
E00559,Penelope,Silva,Female,36,Network Architect,IT,Speciality Products,Latino,03/11/2016,"$94,618 ",0% ,United States,Columbus,
E02558,Jose,Richardson,Male,26,Director,Marketing,Research & Development,Caucasian,15/10/2019,"$151,556 ",20% ,United States,Miami,
E00956,Eleanor,Chau,Female,37,Development Engineer,Engineering,Research & Development,Asian,08/03/2020,"$80,659 ",0% ,United States,Phoenix,
E03858,John,Cho,Male,47,Director,Human Resources,Speciality Products,Asian,03/11/2019,"$195,385 ",21% ,China,Chengdu,
E02221,Julian,Delgado,Male,29,Systems Analyst,IT,Speciality Products,Latino,19/05/2016,"$52,693 ",0% ,Brazil,Rio de Janerio,
E00126,Isabella,Scott,Female,58,Network Administrator,IT,Research & Development,Caucasian,26/04/2016,"$72,045 ",0% ,United States,Phoenix,
E02627,Parker,Avila,Male,47,Analyst II,Marketing,Manufacturing,Latino,28/11/2005,"$62,749 ",0% ,Brazil,Manaus,
E03778,Luke,Vu,Male,52,Sr. Manger,Marketing,Speciality Products,Asian,04/06/2018,"$154,884 ",10% ,China,Shanghai,
E00481,Jameson,Nelson,Male,61,Network Architect,IT,Research & Development,Caucasian,08/03/2016,"$96,566 ",0% ,United States,Columbus,
E02833,Adrian,Fernandez,Male,45,Systems Analyst,IT,Research & Development,Latino,23/08/2001,"$54,994 ",0% ,United States,Columbus,
E03902,Madison,Hunter,Female,40,Network Administrator,IT,Corporate,Caucasian,05/02/2012,"$61,523 ",0% ,United States,Columbus,
E02310,Jordan,Phillips,Male,45,Vice President,Human Resources,Corporate,Black,12/12/2010,"$190,512 ",32% ,United States,Columbus,
E02661,Maya,Chan,Female,37,Controls Engineer,Engineering,Speciality Products,Asian,13/02/2013,"$124,827 ",0% ,China,Beijing,
E00836,Wesley,King,Male,57,Manager,Accounting,Manufacturing,Caucasian,19/01/2019,"$101,577 ",5% ,United States,Chicago,
E00682,Sofia,Fernandez,Female,44,Manager,Accounting,Manufacturing,Latino,17/10/2005,"$105,223 ",10% ,United States,Phoenix,
E00287,Maverick,Figueroa,Male,48,IT Systems Architect,IT,Corporate,Latino,06/07/2008,"$94,815 ",0% ,United States,Chicago,
E00785,Hannah,Hoang,Female,25,Manager,Accounting,Speciality Products,Asian,15/12/2021,"$114,893 ",6% ,China,Chengdu,
E04598,Violet,Garcia,Female,35,Sr. Analyst,Marketing,Speciality Products,Latino,10/01/2017,"$80,622 ",0% ,United States,Austin,
E03247,Aaliyah,Mai,Female,57,Vice President,IT,Speciality Products,Asian,11/11/2016,"$246,589 ",33% ,United States,Phoenix,26/03/2017
E02703,Austin,Vang,Male,49,Manager,Marketing,Speciality Products,Asian,20/05/2018,"$119,397 ",9% ,China,Beijing,14/03/2019
E02191,Maria,Sun,Female,25,Director,Sales,Corporate,Asian,19/12/2021,"$150,666 ",23% ,China,Chengdu,
E00156,Madelyn,Scott,Female,46,Sr. Manger,IT,Research & Development,Caucasian,09/01/2002,"$148,035 ",14% ,United States,Phoenix,
E03349,Dylan,Chin,Male,60,Director,Finance,Corporate,Asian,05/06/2017,"$158,898 ",18% ,United States,Miami,
E04032,Emery,Zhang,Female,45,Field Engineer,Engineering,Corporate,Asian,28/02/2012,"$89,659 ",0% ,China,Beijing,
E00005,Riley,Washington,Female,39,Director,Sales,Speciality Products,Caucasian,29/04/2007,"$171,487 ",23% ,United States,Phoenix,
E04354,Raelynn,Rios,Female,43,Vice President,Sales,Manufacturing,Latino,21/08/2016,"$258,498 ",35% ,United States,Columbus,
E01578,Anthony,Hong,Male,37,Sr. Manger,IT,Research & Development,Asian,29/11/2010,"$146,961 ",11% ,United States,Columbus,
E03430,Leo,Herrera,Male,48,Sr. Business Partner,Human Resources,Research & Development,Latino,22/04/1998,"$85,369 ",0% ,Brazil,Manaus,27/11/2004
E03058,Robert,Wright,Male,30,Technical Architect,IT,Manufacturing,Caucasian,14/06/2015,"$67,489 ",0% ,United States,Chicago,
E04762,Audrey,Richardson,Female,46,Director,IT,Manufacturing,Caucasian,06/10/2018,"$166,259 ",17% ,United States,Chicago,
E01148,Scarlett,Kumar,Female,55,Systems Analyst,IT,Corporate,Asian,07/01/2009,"$47,032 ",0% ,United States,Columbus,
E03094,Wesley,Young,Male,33,Sr. Analyst,Marketing,Speciality Products,Caucasian,18/09/2016,"$98,427 ",0% ,United States,Columbus,
E01909,Lillian,Khan,Female,44,Analyst,Finance,Speciality Products,Asian,31/05/2010,"$47,387 ",0% ,China,Chengdu,08/01/2018
E04398,Oliver,Yang,Male,31,Director,Marketing,Speciality Products,Asian,10/06/2019,"$176,710 ",15% ,United States,Miami,
E02521,Lily,Nguyen,Female,33,Sr. Analyst,Finance,Speciality Products,Asian,28/01/2012,"$95,960 ",0% ,China,Chengdu,
E03545,Sofia,Cheng,Female,63,Vice President,Accounting,Corporate,Asian,26/07/2020,"$216,195 ",31% ,United States,Miami,
